Bairro,Area,Valor,Dormitorios,Vagas
Centro,53.76,235000,1,0
Centro,61,208000,3,0
Centro,82.25,350000,2,1
Centro,67.6,318000,2,0
Centro,68,296000,2,0
Centro,82.88,370000,2,0
Centro,36.92,213000,1,0
Centro,40.2,318000,1,1
Centro,82.98,320000,1,0
Centro,75.06,360000,3,0
Centro,70.9,4e+05,2,0
Centro,47.14,266000,1,0
Centro,62.1,240000,2,0
Centro,88.55,380000,3,0
Centro,88.75,459000,3,1
Centro,30.43,178000,1,0
Centro,152,380000,3,0
Centro,30.6,191000,1,0
Centro,86,266000,3,0
Centro,58.1,244000,3,0
Centro,55.9,285000,2,0
Centro,37.37,205000,1,0
Centro,59.1,352000,2,1
Centro,58,224000,1,0
Centro,41.64,239000,1,0
Centro,45.88,239000,1,0
Centro,147.56,5e+05,3,0
Centro,72,180000,2,0
Centro,124.02,590000,3,1
Centro,31.38,182000,1,0
Centro,82.18,290000,3,0
Centro,54.98,219500,1,0
Centro,40.55,230000,1,0
Centro,46.01,220000,1,0
Centro,120,515000,4,0
Centro,40,240000,1,0
Centro,83.04,3e+05,2,0
Centro,30.62,150000,1,0
Centro,98.98,450000,3,0
Centro,71.87,480000,2,0
Centro,41,220000,1,0
Centro,85,3e+05,3,0
Centro,45.79,350000,1,0
Centro,66.93,530000,2,1
Centro,89.25,320000,3,0
Centro,39.17,189000,1,0
Centro,41,250000,1,0
Centro,37.25,165000,1,0
Centro,37.25,190000,1,0
Centro,93,318000,3,0
Centro,52.32,210000,1,0
Centro,109,450000,3,0
Centro,70.2,375000,2,1
Centro,90.03,365000,2,0
Centro,88,3e+05,3,0
Centro,75.06,330000,2,0
Centro,54.5,220000,2,0
Centro,63.13,250000,3,0
Centro,45.7,213000,2,0
Centro,89.25,3e+05,3,0
Centro,62.92,260000,1,0
Centro,20.05,130000,1,0
Centro,101.64,350000,2,0
Centro,34.18,265000,1,0
Centro,52.7,220000,1,0
Centro,40.2,180000,1,0
Centro,107,530000,3,0
Centro,46.76,230000,2,0
Centro,84,371000,3,0
Centro,106.55,352000,3,0
Centro,45,2e+05,2,0
Centro,38,140000,1,0
Centro,40.84,181000,1,0
Centro,60.46,373000,2,0
Centro,89.25,350000,1,0
Centro,69.33,280000,2,0
Centro,43.01,315000,1,1
Centro,40.2,140000,1,0
Centro,60,3e+05,3,0
Centro,139,550000,3,1
Centro,68.4,270000,2,0
Centro,53.25,240000,1,0
Centro,85.67,404000,2,0
Centro,25,152000,1,0
Centro,91.23,460000,3,0
Centro,117,385000,3,0
Centro,101.47,360000,3,0
Centro,37.82,250000,1,0
Centro,81.71,382000,3,0
Centro,103.5,480000,3,0
Centro,51.95,270000,2,0
Centro,32,149000,1,0
Centro,61.11,299000,2,0
Centro,112,430000,2,0
Centro,64.25,601000,2,0
Centro,96.45,318000,3,0
Centro,76.23,298000,3,0
Centro,104,530000,3,1
Centro,42.14,174000,1,0
Centro,78.64,340000,3,0
Centro,53.76,230000,1,0
Centro,57,380000,2,1
Centro,23.22,159000,1,0
Centro,78.24,345000,3,0
Centro,67,255000,3,0
Centro,47.22,205000,1,0
Centro,62.96,279000,2,0
Centro,43.89,265000,2,0
Centro,53.1,220000,1,0
Centro,39.87,170000,1,0
Centro,65.89,390000,1,1
Centro,50,203000,1,0
Centro,78.85,297000,2,0
Centro,82,320000,3,0
Centro,37,250000,1,0
Centro,101.22,440000,3,0
Centro,68.4,320000,2,0
Centro,50.47,225000,2,0
Centro,33.17,220000,1,1
Centro,42.64,299000,1,1
Centro,35.12,250000,1,0
Centro,52.52,181000,1,0
Centro,63.5,195000,2,0
Centro,84,430000,3,0
Centro,89.25,320000,3,0
Centro,30.65,192000,1,0
Centro,43,180000,1,0
Centro,41.46,215000,1,0
Centro,48.05,212000,1,0
Centro,42,210000,1,0
Centro,30.1,198000,1,0
Centro,149.09,440000,4,0
Centro,51,240000,2,0
Centro,96.45,3e+05,3,0
Centro,32,220000,1,0
Centro,125,5e+05,3,1
Centro,108,370000,3,1
Centro,30.32,195000,1,0
Centro,83.97,296000,2,0
Centro,62.16,278000,3,0
Centro,29.83,265000,1,0
Centro,56.26,290000,2,1
Centro,48,370000,2,1
Centro,39.96,220000,1,0
Centro,62.1,270000,2,0
Centro,41.94,289000,1,0
Centro,46.18,190000,1,0
Centro,27.62,149000,1,0
Centro,25.71,150000,1,0
Centro,43.07,250000,1,0
Centro,44.34,3e+05,1,0
Centro,30.46,149000,1,0
Centro,31.29,165000,1,0
Centro,27.24,198000,1,0
Centro,72,230000,3,0
Centro,38.17,170500,1,0
Centro,28.9,195000,1,0
Centro,37,192000,1,0
Centro,130,447000,3,0
Centro,37.76,205000,1,0
Centro,38,171000,1,0
Centro,73.56,5e+05,2,1
Centro,47.22,298000,1,0
Centro,104.22,380000,3,0
Centro,130.37,4e+05,2,0
Centro,68.56,340000,2,0
Centro,83.54,4e+05,3,0
Centro,40.23,195000,1,0
Centro,37.85,195000,1,0
Centro,99.1,4e+05,3,0
Centro,28.17,171000,1,0
Centro,42.79,195000,2,0
Centro,59.03,288000,2,0
Centro,94.85,277000,2,0
Centro,74.11,245000,2,0
Centro,75.94,330000,2,0
Centro,41.4,280000,2,0
Centro,40.2,180000,1,0
Centro,50.15,190000,1,0
Centro,35,180000,1,0
Centro,31.88,162000,1,0
Centro,25.75,165000,1,0
Centro,31.57,150000,1,0
Centro,27.47,150000,1,0
Centro,26,120000,1,0
Centro,46.71,276000,1,1
Centro,98,390000,2,0
Centro,59,258000,2,0
Centro,30,160000,1,0
Centro,65.05,275000,2,0
Centro,134.62,340000,3,0
Centro,57.47,205000,2,0
Centro,97.67,350000,3,0
Centro,56,265000,1,0
Centro,101.23,375000,2,0
Centro,78,320000,3,0
Centro,83.3,329000,2,0
Centro,68,230000,2,0
Chacara_das_Pedras,64,320000,2,0
Chacara_das_Pedras,53.1,330000,1,1
Chacara_das_Pedras,53.1,350000,1,1
Chacara_das_Pedras,127.67,470000,3,1
Chacara_das_Pedras,69.93,335751.4,2,1
Chacara_das_Pedras,73.21,357403.5,2,1
Chacara_das_Pedras,96.12,795000,3,1
Chacara_das_Pedras,72.14,379000,3,1
Chacara_das_Pedras,75,450000,2,1
Chacara_das_Pedras,119.22,840000,3,2
Chacara_das_Pedras,106.64,750000,3,2
Chacara_das_Pedras,104.27,650000,3,2
Chacara_das_Pedras,72.14,399000,3,1
Chacara_das_Pedras,60,450000,3,1
Chacara_das_Pedras,47,282000,1,2
Chacara_das_Pedras,58.76,415000,2,1
Chacara_das_Pedras,113.76,593000,3,1
Chacara_das_Pedras,80,4e+05,2,1
Chacara_das_Pedras,103.12,585000,3,2
Chacara_das_Pedras,74.82,425000,2,2
Chacara_das_Pedras,87.25,485000,2,1
Chacara_das_Pedras,99.18,485000,3,2
Chacara_das_Pedras,97.51,690000,3,2
Chacara_das_Pedras,72.14,434600,3,2
Chacara_das_Pedras,67.54,455947,2,1
Chacara_das_Pedras,89.13,559809,3,1
Chacara_das_Pedras,58.76,365000,2,1
Chacara_das_Pedras,114.66,495000,3,1
Chacara_das_Pedras,40,2e+05,1,0
Chacara_das_Pedras,84.6,499000,2,1
Chacara_das_Pedras,123,5e+05,2,2
Chacara_das_Pedras,124,820000,4,2
Chacara_das_Pedras,135.03,575000,3,2
Cidade_Baixa,35.2,250000,1,0
Cidade_Baixa,93.06,350000,3,0
Cidade_Baixa,27,212000,1,0
Cidade_Baixa,63,320000,2,0
Cidade_Baixa,64.42,320000,2,0
Cidade_Baixa,156,350000,3,0
Cidade_Baixa,99,4e+05,2,0
Cidade_Baixa,71.1,360000,2,1
Cidade_Baixa,57.7,265000,2,0
Cidade_Baixa,17.05,140000,1,0
Cidade_Baixa,41,197000,1,0
Cidade_Baixa,43.29,233000,2,0
Cidade_Baixa,32.2,260000,1,0
Cidade_Baixa,45.11,215000,1,0
Cidade_Baixa,48.5,220000,1,0
Cidade_Baixa,75,340000,3,0
Cidade_Baixa,58.6,220000,2,0
Cidade_Baixa,59.8,310000,2,0
Cidade_Baixa,94,430000,2,0
Cidade_Baixa,42.37,195000,1,0
Cidade_Baixa,145,420000,3,0
Cidade_Baixa,66.54,460000,2,1
Cidade_Baixa,105.45,345000,3,0
Cidade_Baixa,92.08,350000,3,0
Cidade_Baixa,72,310000,2,0
Cidade_Baixa,70.22,480000,2,1
Cidade_Baixa,42.86,3e+05,2,0
Cidade_Baixa,50,270000,2,0
Cidade_Baixa,137,510000,4,0
Cidade_Baixa,79.74,370000,2,0
Cidade_Baixa,33,240000,1,0
Cidade_Baixa,78.5,320000,2,0
Cidade_Baixa,60.52,275000,2,0
Cidade_Baixa,49.92,245000,1,0
Cidade_Baixa,73,330000,2,2
Cidade_Baixa,72.91,280000,2,0
Cidade_Baixa,74.34,530000,2,0
Cidade_Baixa,41,210000,1,0
Cidade_Baixa,42,213000,1,0
Cidade_Baixa,42,230000,1,0
Cidade_Baixa,86,380000,2,0
Cidade_Baixa,86,320000,2,0
Cidade_Baixa,59.75,3e+05,2,0
Cidade_Baixa,36,219000,1,0
Cidade_Baixa,43.77,310000,1,0
Cidade_Baixa,39,287000,1,0
Cidade_Baixa,120,370000,3,0
Cidade_Baixa,79,397000,2,0
Cidade_Baixa,51.2,270000,1,0
Cidade_Baixa,74.7,365000,2,0
Cidade_Baixa,62.45,3e+05,2,0
Cidade_Baixa,46.09,255000,1,0
Cidade_Baixa,73.02,470000,2,1
Cidade_Baixa,92.21,298000,2,0
Cidade_Baixa,85.74,298500,2,0
Cidade_Baixa,68,287000,3,0
Cidade_Baixa,73.39,365000,2,1
Cidade_Baixa,43,187000,1,0
Cidade_Baixa,73.7,460000,3,1
Cidade_Baixa,80.62,395000,2,0
Cidade_Baixa,75,280000,2,0
Cidade_Baixa,102.25,373000,3,0
Cidade_Baixa,43.26,298000,1,0
Cidade_Baixa,75,280000,3,0
Cidade_Baixa,65.21,450000,2,1
Cidade_Baixa,75,320000,2,0
Cidade_Baixa,95.98,515000,3,1
Cidade_Baixa,34.31,180000,1,0
Cidade_Baixa,90.62,380000,3,0
Cidade_Baixa,59.12,380000,3,0
Cidade_Baixa,50.3,225000,1,0
Cidade_Baixa,66.91,380000,2,0
Cidade_Baixa,63.63,212000,2,0
Cidade_Baixa,127,4e+05,3,0
Cidade_Baixa,76.09,295000,2,0
Cidade_Baixa,87.4,330000,3,0
Cidade_Baixa,68.51,320000,3,0
Cidade_Baixa,63.14,310000,2,0
Cidade_Baixa,29.19,165000,1,0
Cidade_Baixa,43.35,165000,1,0
Cidade_Baixa,67.37,269000,2,0
Cidade_Baixa,23.81,430000,1,0
Cidade_Baixa,40,180000,1,0
Cidade_Baixa,57.7,275000,2,0
Cidade_Baixa,42.1,205000,1,0
Cidade_Baixa,43.55,220000,1,0
Cidade_Baixa,36.23,192000,1,0
Cidade_Baixa,68.94,320000,2,0
Cidade_Baixa,67.82,250000,2,0
Cidade_Baixa,57.25,260000,2,0
Cidade_Baixa,47.46,240000,1,0
Cidade_Baixa,44,400953,1,1
Cidade_Baixa,45.8,205000,1,0
Cidade_Baixa,47.23,285000,2,0
Cidade_Baixa,73.02,5e+05,2,1
Cidade_Baixa,54.89,255000,2,0
Cidade_Baixa,115,532000,3,1
Cidade_Baixa,44.05,298000,1,0
Cidade_Baixa,44.07,555000,1,1
Cidade_Baixa,40.29,201000,1,0
Cidade_Baixa,62.93,315000,2,0
Cidade_Baixa,76.72,330000,2,0
Cidade_Baixa,44.61,580000,1,1
Cidade_Baixa,31.2,135000,1,0
Coronel_Aparicio_Borges,95,250000,2,2
Coronel_Aparicio_Borges,52.75,197000,2,2
Cristal,59,340000,2,1
Cristal,81.55,250000,2,4
Cristal,99.99,470000,3,4
Cristal,66.51,318000,2,2
Cristal,46.28,181000,2,0
Cristal,56.91,3e+05,2,1
Cristal,35.89,150000,1,0
Cristal,48.84,2e+05,2,1
Cristal,80,3e+05,2,2
Cristal,112.48,340000,2,1
Cristal,76,470000,3,2
Cristal,34.21,170000,1,0
Cristal,36.65,137000,1,1
Cristal,46.68,165000,1,0
Cristal,69.51,175000,2,1
Cristal,73.26,255000,3,1
Cristal,67.03,290000,2,1
Cristal,51,150000,2,0
Cristal,79.46,296000,3,0
Cristal,70,280000,2,1
Cristal,73,288000,2,1
Cristal,49.17,175000,2,1
Cristal,57.77,220000,2,1
Cristal,43,275000,1,1
Cristal,35.57,160000,1,1
Cristal,37.64,145000,1,1
Cristal,42,192000,1,1
Cristal,50.53,205000,2,1
Cristal,56.32,239000,2,1
Cristal,61.95,324000,2,1
Cristal,40,160000,1,1
Cristal,61.12,239000,2,1
Cristal,70,212000,2,0
Cristal,45.6,190000,2,1
Cristal,50,223000,2,0
Cristal,60,310000,2,1
Cristal,74.18,260000,2,2
Cristal,45.96,215000,2,1
Cristal,80,336000,3,0
Cristal,39.17,160000,1,1
Cristal,48.48,170000,2,1
Cristal,53,282400.88,1,1
Cristal,74,395881.79,2,2
Cristal,30,156000,1,1
Cristal,40,160000,1,0
Cristal,40,197000,1,1
Cristal,40,185000,1,1
Cristal,81.55,220000,4,0
Cristal,75.54,246000,2,0
Cristal,62.57,280000,3,1
Cristal,62.65,330000,2,1
Cristal,102.75,363000,2,1
Cristal,81.06,238000,3,0
Cristal,63.65,272000,2,1
Cristal,48.84,179000,2,1
Cristal,88.8,470000,2,1
Cristal,74,191000,2,0
Cristal,64.35,191000,2,1
Cristal,63,250000,2,1
Cristal,89.74,298000,3,0
Cristal,42,191000,1,1
Cristal,63.56,330000,3,1
Cristal,72,240000,2,0
Cristal,54.78,195000,2,1
Cristal,41,499000,1,0
Cristal,64,299000,3,1
Cristal,63.36,250000,2,1
Cristal,55,219000,2,1
Cristal,62,255000,3,1
Cristal,49.75,185000,1,0
Cristal,73.25,380000,3,1
Cristal,75.92,330000,2,1
Cristal,62.52,360000,2,1
Cristal,83.73,319200,3,0
Cristal,61.12,213000,2,0
Cristal,88.53,350000,2,0
Cristal,46,250000,2,1
Cristal,46,240000,2,1
Cristal,61.63,330000,2,1
Cristal,63.3,220000,2,1
Cristal,36,180200,1,0
Cristal,62.57,270000,3,1
Cristal,46.32,235000,2,1
Cristal,85,285000,2,1
Cristal,53,2e+05,2,1
Cristal,53.56,135000,1,0
Cristal,59.35,203000,2,1
Cristal,58.43,285000,1,1
Cristal,77.26,480000,3,2
Cristal,57.83,245000,1,1
Cristal,53.65,170000,2,0
Cristal,72.92,270000,2,1
Cristal,51.2,155000,2,0
Cristal,89.76,260000,2,0
Cristal,71,318000,3,1
Cristal,61.51,295000,3,1
Cristal,110,277000,3,2
Cristal,44.57,265000,1,0
Cristal,81.55,220000,4,0
Cristal,61.95,299000,2,1
Cristal,50.11,225000,2,1
Cristal,69.84,212000,3,0
Cristal,45.87,234000,2,1
Cristal,79.43,320000,3,0
Cristal,73.25,339000,3,1
Cristal,78.07,480000,3,2
Cristal,56.88,269000,2,0
Cristal,64.63,185000,2,1
Cristal,63.56,361000,3,1
Cristal,80,215000,3,0
Cristal,62.65,240000,2,0
Cristal,58.49,215000,2,1
Cristal,37.64,138000,1,0
Cristal,45.96,205000,2,1
Cristal,63.65,3e+05,2,2
Cristal,69.84,2e+05,2,0
Cristal,63.65,265000,2,1
Cristal,63.56,3e+05,2,1
Cristal,58.26,215000,2,1
Cristal,69.51,220000,2,1
Cristal,65,235000,3,0
Cristal,85,340000,2,2
Cristal,67.24,230000,2,0
Cristal,42,149000,2,0
Cristal,46.32,240000,2,1
Cristal,76,495000,2,2
Cristal,57,192000,2,0
Cristal,62.27,298000,2,0
Cristal,46.28,178000,2,1
Cristal,81.55,250000,3,1
Cristal,43.09,285000,1,1
Cristal,95.95,399000,3,1
Cristal,62.65,280000,2,0
Cristal,79.43,3e+05,3,0
Cristal,48.84,170000,2,1
Cristal,37.64,160000,1,1
Cristal,55.35,202000,2,0
Cristal,72,440000,3,2
Cristal,37.38,220000,1,0
Cristal,56,196000,2,1
Cristal,52,167000,2,0
Cristal,61.65,320000,3,1
Cristal,48.84,192000,2,0
Cristal,48,205000,2,1
Cristal,63,410000,2,1
Cristal,60.22,199000,2,0
Cristal,63,210000,3,0
Cristal,54.78,190000,2,0
Cristal,25.5,360000,3,1
Cristal,61.51,290000,3,1
Cristal,12.51,320000,1,2
Cristal,56.82,265000,2,1
Cristal,51.51,180000,2,1
Cristal,42.75,135000,2,0
Cristal,78.5,225000,3,1
Cristal,79.1,370000,3,1
Cristal,66,290000,2,1
Cristal,59.35,2e+05,2,1
Cristal,76,480000,3,2
Cristal,81.53,280000,3,1
Cristal,78,4e+05,3,1
Cristal,48.84,159000,2,0
Cristal,73.19,225000,2,1
Cristal,62.81,275000,2,0
Cristal,50.53,218000,2,1
Cristal,50.53,190000,2,0
Cristal,63.79,250000,3,0
Cristal,35.89,155000,1,0
Cristal,71.59,218000,3,0
Cristal,62.04,265000,1,0
Cristal,59.32,430000,2,1
Cristal,58.84,383000,2,2
Cristal,39.17,160000,1,1
Cristal,76,460000,3,2
Cristal,58.28,398000,2,2
Cristal,39.4,155000,1,0
Cristal,64.63,190000,2,1
Cristal,61,233200,2,1
Cristal,55,170000,1,1
Cristal,55,170000,1,1
Cristal,55,170000,1,1
Cristal,55,170000,1,1
Cristal,55,170000,1,1
Cristal,55,170000,1,1
Cristal,78.5,320000,3,1
Cristal,61.44,250000,3,1
Cristal,58.38,340000,2,1
Cristal,46.28,170000,2,1
Cristal,62.52,360000,2,1
Cristal,50.53,175000,2,0
Cristal,43.89,250000,1,0
Cristal,58.49,233200,2,1
Cristal,69.71,190000,3,0
Cristal,49.31,220000,1,0
Cristal,62.52,289000,2,0
Cristal,59.05,239000,2,1
Cristal,63.61,370000,2,1
Cristal,51.51,205000,2,1
Cristal,68.62,3e+05,2,1
Cristal,66.73,240000,2,0
Cristal,59.06,275000,3,1
Cristal,42.34,150000,1,0
Cristal,46,217337,2,1
Cristal,62,287845,3,1
Cristal,61,312000,3,1
Cristal,38,155000,1,1
Cristal,59.35,185000,2,1
Cristal,38,192000,1,1
Cristal,55.59,195000,2,1
Cristal,50.53,250000,2,0
Cristal,61,290000,2,1
Cristal,47.6,175000,2,1
Cristal,59.05,290000,2,1
Cristal,60.93,276000,1,0
Cristal,38.5,155000,1,1
Cristal,83.73,295000,3,1
Cristal,65.11,393000,1,0
Cristal,76.6,370000,3,2
Cristal,38,137000,1,1
Cristal,48.84,160000,2,1
Cristal,48.84,185000,2,1
Cristal,39,155000,1,0
Cristal,43,260000,1,1
Cristal,42,217000,1,1
Cristal,58.49,220000,2,1
Cristal,63.65,250000,2,1
Cristal,45,147000,1,0
Cristal,61.6,330000,2,1
Cristal,62.52,363000,2,0
Cristo_Redentor,75,379000,3,2
Cristo_Redentor,71.68,475000,2,2
Cristo_Redentor,91.53,450000,3,1
Cristo_Redentor,70.34,335000,3,1
Cristo_Redentor,90,480000,3,2
Cristo_Redentor,116.17,550000,3,2
Cristo_Redentor,64,240000,2,1
Cristo_Redentor,41.52,160000,1,0
Cristo_Redentor,94,277000,2,0
Cristo_Redentor,70.09,430000,2,2
Cristo_Redentor,41.19,180000,1,0
Cristo_Redentor,75,499000,3,1
Cristo_Redentor,70,298000,2,1
Cristo_Redentor,76.37,314140,2,1
Cristo_Redentor,76.37,362830,2,1
Cristo_Redentor,71.68,455000,2,2
Cristo_Redentor,75,360000,3,1
Cristo_Redentor,70.87,265000,2,0
Cristo_Redentor,100.95,586159.35,3,2
Cristo_Redentor,62.18,235000,2,0
Cristo_Redentor,70.61,470000,2,1
Cristo_Redentor,74.64,365000,3,2
Cristo_Redentor,75,470000,3,2
Cristo_Redentor,80.02,410000,2,1
Cristo_Redentor,76.05,430000,2,1
Cristo_Redentor,43.7,170000,1,0
Cristo_Redentor,37.05,147000,1,1
Cristo_Redentor,56,180000,1,0
Cristo_Redentor,75.02,426500,3,1
Cristo_Redentor,42.42,165000,1,0
Cristo_Redentor,114.68,260000,3,0
Cristo_Redentor,90,440000,3,2
Cristo_Redentor,75,370000,3,2
Cristo_Redentor,73,390000,2,1
Cristo_Redentor,68,230000,2,0
Cristo_Redentor,68,250000,2,0
Cristo_Redentor,63.05,190000,1,0
Cristo_Redentor,50.25,215000,2,0
Cristo_Redentor,80,477000,2,1
Cristo_Redentor,160,458000,2,2
Cristo_Redentor,65.51,386890.65,2,2
Cristo_Redentor,70.04,422059.99,2,2
Cristo_Redentor,90.18,557735.51,3,2
Cristo_Redentor,65.44,375000,2,1
Cristo_Redentor,58.74,320000,2,1
Cristo_Redentor,89.45,460000,3,2
Cristo_Redentor,58.17,270000,2,0
Cristo_Redentor,78,380000,2,3
Cristo_Redentor,75,320000,3,2
Cristo_Redentor,75,335000,3,2
Cristo_Redentor,75,360000,3,2
Cristo_Redentor,75,368000,3,2
Cristo_Redentor,75,375000,3,2
Cristo_Redentor,75,380000,3,2
Cristo_Redentor,75,390000,3,2
Cristo_Redentor,75,425000,3,2
Cristo_Redentor,52,305000,2,1
Cristo_Redentor,52,314000,2,1
Cristo_Redentor,79,440000,3,2
Cristo_Redentor,52,335000,2,1
Cristo_Redentor,79,440000,3,2
Cristo_Redentor,52,345000,2,1
Cristo_Redentor,52,345000,2,1
Cristo_Redentor,75,395000,3,2
Cristo_Redentor,70,293000,2,1
Cristo_Redentor,69.5,293000,2,1
Cristo_Redentor,43.53,190000,1,0
Cristo_Redentor,69.5,293000,2,1
Cristo_Redentor,83,341000,3,1
Cristo_Redentor,99.36,392200,3,1
Cristo_Redentor,83,479000,3,2
Cristo_Redentor,83,479000,3,2
Cristo_Redentor,83,479000,3,2
Cristo_Redentor,83,479000,3,2
Cristo_Redentor,83,458000,3,2
Cristo_Redentor,69.5,307000,2,1
Cristo_Redentor,69.5,528000,2,1
Cristo_Redentor,69.5,312000,2,1
Cristo_Redentor,78,504000,2,2
Cristo_Redentor,88,548000,2,2
Cristo_Redentor,81,513000,2,2
Cristo_Redentor,107,681000,3,2
Cristo_Redentor,63.2,380000,2,1
Cristo_Redentor,67,405000,2,2
Cristo_Redentor,84,522000,3,2
Cristo_Redentor,67,352000,2,1
Cristo_Redentor,69.5,318000,2,1
Cristo_Redentor,69.5,312000,2,1
Cristo_Redentor,69.5,307000,2,1
Cristo_Redentor,69.5,293000,2,1
Cristo_Redentor,69.5,312000,2,1
Cristo_Redentor,69.5,312000,2,1
Cristo_Redentor,69.5,312000,2,1
Cristo_Redentor,64.77,290000,2,1
Cristo_Redentor,117,640000,3,1
Cristo_Redentor,63.2,380000,2,1
Cristo_Redentor,86.18,511000,2,2
Cristo_Redentor,87,426000,2,1
Cristo_Redentor,89,360000,2,1
Cristo_Redentor,36.2,159000,1,1
Cristo_Redentor,71.68,399000,2,1
Cristo_Redentor,73,270000,2,0
Cristo_Redentor,58.25,260000,2,0
Cristo_Redentor,80,470000,3,2
Cristo_Redentor,75,368000,3,2
Cristo_Redentor,75.02,440000,3,2
Cristo_Redentor,99,223000,3,0
Cristo_Redentor,60.68,265000,2,1
Cristo_Redentor,89.51,430000,2,1
Cristo_Redentor,73.21,230000,3,0
Cristo_Redentor,58.16,346000,2,1
Cristo_Redentor,78.35,250000,2,0
Cristo_Redentor,48.62,223500,2,0
Cristo_Redentor,64.02,240000,2,1
Cristo_Redentor,39.46,213000,1,1
Cristo_Redentor,90,447000,3,4
Cristo_Redentor,70.34,415000,3,1
Cristo_Redentor,60,249000,2,2
Cristo_Redentor,73,266000,3,0
Cristo_Redentor,70,230000,2,0
Cristo_Redentor,57.24,420000,2,1
Cristo_Redentor,57.24,4e+05,2,1
Cristo_Redentor,70.34,365000,3,1
Cristo_Redentor,122,390000,2,1
Cristo_Redentor,179.46,465000,3,2
Cristo_Redentor,46.9,198000,1,0
Cristo_Redentor,70.34,340000,3,1
Cristo_Redentor,59.43,375000,2,2
Cristo_Redentor,75,373000,3,2
Cristo_Redentor,75,373000,3,2
Cristo_Redentor,53.13,2e+05,2,1
Cristo_Redentor,50.25,198000,2,0
Cristo_Redentor,55.84,230000,2,0
Cristo_Redentor,108.58,385000,3,1
Cristo_Redentor,47,198000,1,0
Cristo_Redentor,64.99,275000,2,1
Cristo_Redentor,72.68,350000,2,0
Cristo_Redentor,56.61,255000,2,1
Cristo_Redentor,66,369000,2,1
Cristo_Redentor,66,384000,2,1
Cristo_Redentor,70.34,385000,3,0
Cristo_Redentor,68.13,240000,2,0
Cristo_Redentor,63.8,255000,2,0
Cristo_Redentor,80,430000,3,1
Cristo_Redentor,76.09,435000,2,1
Cristo_Redentor,48.94,191500,1,0
Cristo_Redentor,50.25,250000,2,1
Cristo_Redentor,78,325000,3,2
Cristo_Redentor,75,380000,3,2
Cristo_Redentor,76.79,340000,2,1
Cristo_Redentor,75,230000,2,0
Cristo_Redentor,68.82,502869,2,1
Cristo_Redentor,91.89,518448,3,2
Cristo_Redentor,55.8,225000,2,1
Cristo_Redentor,61,364387,2,1
Cristo_Redentor,80,499394,3,1
Cristo_Redentor,68,185000,2,0
Cristo_Redentor,59.43,365000,2,2
Cristo_Redentor,77.93,480000,2,2
Cristo_Redentor,140.54,572000,2,2
Cristo_Redentor,69.12,2e+05,2,0
Cristo_Redentor,70.74,233000,2,0
Cristo_Redentor,82.62,450000,3,1
Cristo_Redentor,78.85,428172.16,2,2
Cristo_Redentor,81,490000,3,2
Cristo_Redentor,70.34,390000,3,1
Cristo_Redentor,50.25,240000,2,0
Cristo_Redentor,87.51,299000,3,0
Cristo_Redentor,50.98,265000,1,1
Farrapos,44.49,171000,1,2
Farrapos,54.15,205000,2,0
Farrapos,51,160000,1,0
Farroupilha,41.22,240000,1,1
Farroupilha,57,240000,2,0
Farroupilha,59.9,265000,2,0
Farroupilha,42,195000,1,0
Farroupilha,78,385000,2,0
Farroupilha,79,318000,2,0
Farroupilha,76,280000,2,0
Farroupilha,76,185000,2,0
Farroupilha,70,276000,2,0
Farroupilha,41.57,340000,1,1
Farroupilha,83.66,280000,3,1
Farroupilha,68.47,312000,2,0
Farroupilha,68,250000,2,0
Farroupilha,93,350000,3,0
Farroupilha,64.76,240000,2,0
Farroupilha,150,488000,3,0
Farroupilha,108,425000,3,0
Farroupilha,70.88,330000,2,0
Farroupilha,81,285000,2,0
Farroupilha,79,280000,2,0
Farroupilha,76.68,460300,2,1
Farroupilha,79,3e+05,2,0
Farroupilha,145.95,560000,4,1
Farroupilha,62.8,450000,2,1
Farroupilha,54.24,220000,2,0
Farroupilha,67.46,270000,2,0
Farroupilha,62.23,595000,2,1
Farroupilha,59.18,340000,2,1
Farroupilha,39.12,230000,1,0
Floresta,132.04,430000,3,1
Floresta,113.57,640000,2,1
Floresta,128.32,530000,2,2
Floresta,76,270000,2,0
Floresta,96.61,375000,3,0
Floresta,29,110000,1,0
Floresta,64.1,425000,3,0
Floresta,95.28,550000,3,2
Floresta,65,308000,2,0
Floresta,79.5,230000,2,0
Floresta,64.26,360000,2,1
Floresta,90.97,350000,3,0
Floresta,73.65,320000,2,0
Floresta,77.4,430000,2,1
Floresta,39,2e+05,1,0
Floresta,107.43,215000,2,0
Floresta,73,260000,2,0
Floresta,68,224000,2,0
Floresta,58,235000,2,0
Floresta,96.61,373000,3,0
Floresta,45,205000,1,0
Floresta,91,290000,3,0
Floresta,49,290000,1,1
Floresta,113,450000,3,1
Floresta,75.9,265000,3,0
Floresta,89.82,205000,2,0
Floresta,47.07,190000,2,0
Floresta,84,365000,3,2
Floresta,63.8,150000,2,0
Floresta,65,330000,2,1
Floresta,65.14,235000,2,0
Floresta,72.75,266000,3,0
Floresta,83,480000,3,1
Floresta,34.73,360000,1,0
Floresta,29.75,135000,1,0
Floresta,39.63,352000,1,2
Floresta,103.84,3e+05,3,0
Floresta,162,315000,3,0
Floresta,100.29,330000,3,0
Floresta,109,569000,3,1
